TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2020,8,25,18,0,53XX MARGUERITE ST,Shaughnessy,489493.558,5453922.3601
Other Theft,2020,7,4,23,47,53XX OAK ST,Shaughnessy,490679.2698,5453789.4523
Other Theft,2022,2,5,22,30,53XX OAK ST,Shaughnessy,490679.7339,5453810.3306
Other Theft,2016,3,3,18,32,53XX OAK ST,Shaughnessy,490679.9573,5453820.3658
Other Theft,2004,5,4,0,0,54XX ANGUS DR,Shaughnessy,489251.3428,5453754.962
Other Theft,2003,5,6,5,0,54XX ANGUS DR,Shaughnessy,489252.2201,5453786.6098
Other Theft,2003,2,25,9,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2003,3,13,14,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2003,5,10,9,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2003,9,9,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2004,6,2,15,54,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2005,4,29,9,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2005,5,14,12,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2005,5,15,13,42,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2006,2,6,9,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2006,5,13,9,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2007,5,12,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2007,6,4,13,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2007,11,21,15,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2008,1,15,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2008,5,8,11,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2008,6,5,10,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2008,10,30,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2009,5,21,10,40,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2009,6,9,8,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2009,10,28,15,15,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2010,9,28,15,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2010,11,8,10,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2010,12,13,13,45,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2011,3,30,17,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2011,3,31,9,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2011,4,14,9,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2011,5,1,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2012,1,30,16,45,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2012,2,27,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2012,4,26,13,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2012,5,12,12,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2012,8,15,0,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2013,4,12,0,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2014,5,14,17,4,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2015,2,6,13,39,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2019,11,22,12,45,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Other Theft,2016,12,8,14,0,54XX CARTIER ST,Shaughnessy,490022.9117,5453812.9253
Other Theft,2018,10,10,15,0,54XX CARTIER ST,Shaughnessy,490022.9117,5453812.9253
Other Theft,2019,7,21,19,38,54XX CONNAUGHT DR,Shaughnessy,489797.7736,5453751.3294
Other Theft,2019,8,4,17,0,54XX CONNAUGHT DR,Shaughnessy,489797.7736,5453751.3294
Other Theft,2013,9,12,9,54,54XX CONNAUGHT DR,Shaughnessy,489797.8374,5453751.2845
Other Theft,2018,7,13,9,29,54XX CYPRESS ST,Shaughnessy,489147.311,5453773.6068
Other Theft,2006,10,22,10,30,54XX GRANVILLE ST,Shaughnessy,489837.8811,5453773.139
Other Theft,2013,12,27,10,30,54XX GRANVILLE ST,Shaughnessy,489847.5401,5453786.8907
Other Theft,2022,12,12,11,50,54XX HUDSON ST,Shaughnessy,490187.8103,5453804.9082
Other Theft,2003,10,11,0,0,54XX LABURNUM ST,Shaughnessy,489050.286,5453829.5838
Other Theft,2012,11,9,21,45,54XX OAK ST,Shaughnessy,490678.2607,5453747.1587
Other Theft,2012,9,22,0,0,54XX OSLER ST,Shaughnessy,490519.486,5453762.7013
Other Theft,2003,9,11,12,0,54XX OSLER ST,Shaughnessy,490519.9715,5453783.2791
Other Theft,2005,2,25,11,30,55XX ANGUS DR,Shaughnessy,489259.8322,5453732.8764
Other Theft,2003,9,24,18,0,55XX GRANVILLE ST,Shaughnessy,489843.1806,5453640.4175
Other Theft,2021,7,6,8,42,55XX GRANVILLE ST,Shaughnessy,489843.5192,5453653.9193
Other Theft,2021,6,18,0,1,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Other Theft,2007,12,6,9,0,55XX OAK ST,Shaughnessy,490674.8757,5453607.1736
Other Theft,2012,1,6,11,35,55XX OAK ST,Shaughnessy,490674.8757,5453607.1736
Other Theft,2012,1,11,9,24,55XX OAK ST,Shaughnessy,490674.8757,5453607.1736
Other Theft,2012,1,8,18,12,55XX OAK ST,Shaughnessy,490675.0984,5453616.3832
Other Theft,2012,1,8,0,0,55XX OAK ST,Shaughnessy,490675.1082,5453616.7862
Other Theft,2003,7,13,0,0,55XX OAK ST,Shaughnessy,490675.3211,5453625.5927
Other Theft,2012,2,15,20,0,55XX OAK ST,Shaughnessy,490675.3211,5453625.5927
Other Theft,2012,1,8,18,3,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Other Theft,2012,1,28,12,0,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Other Theft,2012,2,4,12,26,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Other Theft,2012,2,17,13,0,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Other Theft,2012,2,17,18,0,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Other Theft,2021,10,2,22,0,55XX OAK ST,Shaughnessy,490675.8081,5453645.7332
Other Theft,2003,5,17,23,0,55XX OAK ST,Shaughnessy,490675.9892,5453653.2213
Other Theft,2012,1,8,18,1,55XX OAK ST,Shaughnessy,490676.2119,5453662.4309
Other Theft,2017,3,14,17,0,55XX OSLER ST,Shaughnessy,490516.1312,5453617.112
Other Theft,2018,3,16,21,30,55XX OSLER ST,Shaughnessy,490516.1312,5453617.112
Other Theft,2022,6,27,16,40,55XX OSLER ST,Shaughnessy,490516.8254,5453648.0564
Other Theft,2008,3,10,8,10,55XX SOMERSET CRES,Shaughnessy,489641.6979,5453726.5833
Other Theft,2018,5,22,18,0,56XX ANGUS DR,Shaughnessy,489245.7068,5453548.7275
Other Theft,2017,4,21,11,8,56XX CHURCHILL ST,Shaughnessy,489700.237,5453550.0402
Other Theft,2017,4,24,10,10,56XX CHURCHILL ST,Shaughnessy,489700.237,5453550.0402
Other Theft,2016,1,26,3,26,56XX CHURCHILL ST,Shaughnessy,489700.2736,5453551.9265
Other Theft,2017,7,29,13,30,56XX EAST BLVD,Shaughnessy,488722.3039,5453584.3806
Other Theft,2005,4,22,20,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2007,4,13,21,45,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2008,4,21,7,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2012,10,16,12,57,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2013,12,10,12,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2016,3,17,19,40,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Other Theft,2013,11,3,22,30,56XX GRANVILLE ST,Shaughnessy,489831.2261,5453526.5082
Other Theft,2020,4,27,10,52,56XX GRANVILLE ST,Shaughnessy,489840.7445,5453541.6233
Other Theft,2020,8,18,15,30,56XX GRANVILLE ST,Shaughnessy,489840.8517,5453545.9797
Other Theft,2020,3,9,17,44,56XX LABURNUM ST,Shaughnessy,489033.9135,5453604.6307
Other Theft,2022,9,29,19,59,56XX LABURNUM ST,Shaughnessy,489043.8225,5453627.9391
Other Theft,2023,2,1,12,0,56XX OSLER ST,Shaughnessy,490514.2505,5453533.2375
Other Theft,2005,10,14,17,40,56XX OSLER ST,Shaughnessy,490514.2654,5453533.9245
Other Theft,2010,1,19,16,0,56XX OSLER ST,Shaughnessy,490514.2654,5453533.9245
Other Theft,2012,6,27,15,0,56XX OSLER ST,Shaughnessy,490514.2654,5453533.9245
Other Theft,2013,12,17,12,0,56XX OSLER ST,Shaughnessy,490514.2654,5453533.9245
Other Theft,2013,12,20,0,0,56XX OSLER ST,Shaughnessy,490514.2654,5453533.9245
Other Theft,2007,1,26,9,0,ALEXANDRA ST / NANTON AVE,Shaughnessy,489696.3869,5454972.5362
Other Theft,2012,6,14,14,30,BALFOUR AVE / CARTIER ST,Shaughnessy,490050.1306,5455486.6155
Other Theft,2015,10,17,7,58,BALFOUR AVE / GRANVILLE ST,Shaughnessy,489882.7566,5455468.8665
Other Theft,2011,11,7,12,30,BALFOUR AVE / OAK ST,Shaughnessy,490725.1484,5455446.7048
Other Theft,2021,10,15,14,0,BALFOUR AVE / OSLER ST,Shaughnessy,490542.4192,5455474.9751
Other Theft,2012,8,10,15,30,BURRARD ST / CEDAR CRES,Shaughnessy,489375.5035,5455950.2125
Other Theft,2004,2,9,16,0,CARTIER ST / W 38TH AVE,Shaughnessy,490018.4075,5453815.95
Other Theft,2016,10,22,16,21,CARTIER ST / W KING EDWARD AVE,Shaughnessy,490050.6582,5455174.6481
Other Theft,2019,10,16,22,30,CONNAUGHT DR / OAK ST,Shaughnessy,490706.4313,5454541.5987
Other Theft,2012,5,24,16,0,CONNAUGHT DR / OSLER ST,Shaughnessy,490535.6012,5454548.4266
Other Theft,2007,9,17,20,16,CYPRESS ST / W 35TH AVE,Shaughnessy,489173.1344,5454145.9662
Other Theft,2010,10,12,15,0,EAST BLVD / W 37TH AVE,Shaughnessy,488724.8509,5453956.6536
Other Theft,2015,4,14,16,15,FIR ST / MARPOLE AVE,Shaughnessy,489771.4331,5455910.0079
Other Theft,2006,8,20,11,30,GRANVILLE ST / NANTON AVE,Shaughnessy,489871.3954,5454969.8323
Other Theft,2007,3,15,8,30,GRANVILLE ST / W 26TH AVE,Shaughnessy,489872.9945,5455071.6059
Other Theft,2007,12,29,1,30,GRANVILLE ST / W 26TH AVE,Shaughnessy,489872.9945,5455071.6059
Other Theft,2010,3,25,13,19,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859.7465,5454355.1375
Other Theft,2012,6,15,23,45,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859.7465,5454355.1375
Other Theft,2010,4,4,16,30,GRANVILLE ST / W 38TH AVE,Shaughnessy,489844.3865,5453825.3174
Other Theft,2014,5,3,4,0,GRANVILLE ST / W 39TH AVE,Shaughnessy,489840.8392,5453729.4286
Other Theft,2005,7,4,18,0,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Other Theft,2006,2,24,9,30,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Other Theft,2006,9,1,15,45,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Other Theft,2008,5,23,8,30,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Other Theft,2019,11,28,19,0,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Other Theft,2015,11,9,13,50,MAPLE ST / W 36TH AVE,Shaughnessy,488942.8304,5454050.9731
Other Theft,2017,7,1,19,0,MAPLE ST / W 36TH AVE,Shaughnessy,488942.8306,5454050.9728
Other Theft,2004,1,11,18,30,OAK ST / W 17TH AVE,Shaughnessy,490740.3441,5455948.7805
Other Theft,2019,6,9,17,48,OAK ST / W 18TH AVE,Shaughnessy,490737.3647,5455847.4648
Other Theft,2018,8,19,13,10,OAK ST / W 20TH AVE,Shaughnessy,490731.3453,5455647.9353
Other Theft,2013,11,14,18,35,OAK ST / W 22ND AVE,Shaughnessy,490725.1484,5455446.7048
Other Theft,2015,5,22,12,0,OAK ST / W 22ND AVE,Shaughnessy,490725.1484,5455446.7048
Other Theft,2015,5,23,20,54,OAK ST / W 22ND AVE,Shaughnessy,490725.1484,5455446.7048
Other Theft,2006,9,2,16,0,OAK ST / W 23RD AVE,Shaughnessy,490721.9233,5455346.7014
Other Theft,2010,6,15,16,27,OAK ST / W 23RD AVE,Shaughnessy,490721.9233,5455346.7014
Other Theft,2003,4,28,11,30,OAK ST / W 26TH AVE,Shaughnessy,490715.6879,5455049.8314
Other Theft,2005,11,1,23,40,OAK ST / W 26TH AVE,Shaughnessy,490715.6879,5455049.8314
Other Theft,2006,12,17,12,15,OAK ST / W 26TH AVE,Shaughnessy,490715.6879,5455049.8314
Other Theft,2011,4,5,16,0,OAK ST / W 28TH AVE,Shaughnessy,490708.5446,5454844.9455
Other Theft,2017,9,3,1,13,OAK ST / W 33RD AVE,Shaughnessy,490695.89,5454303.6901
Other Theft,2007,4,17,8,15,OAK ST / W 33RD AVE,Shaughnessy,490695.8902,5454303.69
Other Theft,2007,6,2,15,0,OAK ST / W 33RD AVE,Shaughnessy,490695.8902,5454303.69
Other Theft,2017,12,10,7,28,OAK ST / W 37TH AVE,Shaughnessy,490685.9114,5453882.5055
Other Theft,2006,4,23,18,0,OAK ST / W 37TH AVE,Shaughnessy,490685.9118,5453882.5053
Other Theft,2016,6,17,11,20,OAK ST / W 37TH AVE,Shaughnessy,490685.9118,5453882.5053
Other Theft,2017,4,3,7,10,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9714,5455182.0393
Other Theft,2017,11,24,0,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9714,5455182.0393
Other Theft,2003,12,29,12,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2004,9,16,21,42,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2004,10,10,15,15,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2006,8,23,17,45,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2006,9,12,23,45,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2006,12,23,1,20,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2007,4,26,21,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2007,8,18,12,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2008,2,27,13,15,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2008,5,5,16,58,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2009,1,14,19,3,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2010,10,18,13,44,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2010,10,24,17,15,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2010,12,4,20,0,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2012,4,4,16,45,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2012,4,5,11,30,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2014,5,16,18,49,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2019,6,18,20,23,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2019,7,29,14,35,OAK ST / W KING EDWARD AVE,Shaughnessy,490719.9719,5455182.0391
Other Theft,2012,1,7,23,0,SHAUGHNESSY,Shaughnessy,489893.0905,5455292.5675
Theft from Vehicle,2004,3,12,23,0,10XX BALFOUR AVE,Shaughnessy,490616.5028,5455464.8211
Theft from Vehicle,2005,5,13,10,30,10XX BALFOUR AVE,Shaughnessy,490616.5028,5455464.8211
Theft from Vehicle,2020,11,10,23,0,10XX BALFOUR AVE,Shaughnessy,490620.9713,5455473.1116
Theft from Vehicle,2022,5,24,20,0,10XX BALFOUR AVE,Shaughnessy,490631.5228,5455460.9467
Theft from Vehicle,2005,2,16,15,0,10XX BALFOUR AVE,Shaughnessy,490667.9434,5455460.9958
Theft from Vehicle,2019,9,19,23,30,10XX BALFOUR AVE,Shaughnessy,490669.1037,5455460.6967
Theft from Vehicle,2004,9,2,21,0,10XX BALFOUR AVE,Shaughnessy,490697.2042,5455444.2772
Theft from Vehicle,2014,7,6,0,0,10XX BALFOUR AVE,Shaughnessy,490697.2042,5455444.2772
Theft from Vehicle,2022,4,30,22,45,10XX BALFOUR AVE,Shaughnessy,490699.8049,5455444.0767
Theft from Vehicle,2004,10,22,21,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2005,4,5,18,45,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2006,2,14,22,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2011,9,1,12,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2013,7,6,1,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2014,3,15,0,15,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2014,7,8,18,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2014,9,7,0,5,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2014,12,15,0,0,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2016,8,31,21,45,10XX BALFOUR AVE,Shaughnessy,490716.1848,5455442.8114
Theft from Vehicle,2016,12,1,0,0,10XX BALFOUR AVE,Shaughnessy,490719.629,5455442.5458
Theft from Vehicle,2017,8,11,19,0,10XX BALFOUR AVE,Shaughnessy,490719.629,5455442.5458
Theft from Vehicle,2019,5,26,19,30,10XX BALFOUR AVE,Shaughnessy,490719.629,5455442.5458
Theft from Vehicle,2021,10,7,22,0,10XX CONNAUGHT DR,Shaughnessy,490585.8708,5454541.8418
Theft from Vehicle,2018,4,6,13,0,10XX CONNAUGHT DR,Shaughnessy,490647.4631,5454548.5316
Theft from Vehicle,2007,4,6,23,30,10XX CONNAUGHT DR,Shaughnessy,490667.9345,5454547.7131
Theft from Vehicle,2019,7,16,22,43,10XX CONNAUGHT DR,Shaughnessy,490704.5323,5454537.0985
Theft from Vehicle,2005,4,28,22,30,10XX DEVONSHIRE CRES,Shaughnessy,490699.8748,5454639.5145
Theft from Vehicle,2018,11,16,1,0,10XX DEVONSHIRE CRES,Shaughnessy,490706.6935,5454639.4139
Theft from Vehicle,2015,6,27,17,0,10XX DOUGLAS CRES,Shaughnessy,490616.9364,5455780.0298
Theft from Vehicle,2012,4,3,22,0,10XX DOUGLAS CRES,Shaughnessy,490640.6175,5455768.7053
Theft from Vehicle,2017,10,28,22,30,10XX DOUGLAS CRES,Shaughnessy,490693.6758,5455754.9037
Theft from Vehicle,2021,2,8,6,0,10XX DOUGLAS CRES,Shaughnessy,490724.9696,5455742.431
Theft from Vehicle,2004,10,18,18,0,10XX DOUGLAS CRES,Shaughnessy,490726.3985,5455742.2807
Theft from Vehicle,2005,10,31,22,0,10XX DOUGLAS CRES,Shaughnessy,490726.3985,5455742.2807
Theft from Vehicle,2007,3,30,19,0,10XX DOUGLAS CRES,Shaughnessy,490726.3985,5455742.2807
Theft from Vehicle,2012,4,2,19,0,10XX DOUGLAS CRES,Shaughnessy,490726.3985,5455742.2807
Theft from Vehicle,2018,11,18,17,0,10XX DOUGLAS CRES,Shaughnessy,490732.2875,5455741.662
Theft from Vehicle,2018,1,29,17,0,10XX LAURIER AVE,Shaughnessy,490641.7782,5455334.6011
Theft from Vehicle,2003,8,18,22,30,10XX LAURIER AVE,Shaughnessy,490677.307,5455335.3407
Theft from Vehicle,2020,7,24,8,30,10XX LAURIER AVE,Shaughnessy,490678.7589,5455335.7989
Theft from Vehicle,2009,4,18,13,0,10XX LAURIER AVE,Shaughnessy,490714.1661,5455341.562
Theft from Vehicle,2013,3,5,15,45,10XX LAURIER AVE,Shaughnessy,490714.1661,5455341.562
Theft from Vehicle,2016,3,5,17,0,10XX LAURIER AVE,Shaughnessy,490714.1661,5455341.562
Theft from Vehicle,2008,11,16,18,0,10XX MATTHEWS AVE,Shaughnessy,490521.2274,5455707.996
Theft from Vehicle,2013,3,26,20,0,10XX MATTHEWS AVE,Shaughnessy,490521.2274,5455707.996
Theft from Vehicle,2014,8,17,13,0,10XX MATTHEWS AVE,Shaughnessy,490521.2274,5455707.996
Theft from Vehicle,2019,8,1,12,0,10XX MATTHEWS AVE,Shaughnessy,490521.2274,5455707.996
Theft from Vehicle,2005,11,7,20,0,10XX MATTHEWS AVE,Shaughnessy,490555.9355,5455693.0891
Theft from Vehicle,2004,8,23,16,0,10XX MATTHEWS AVE,Shaughnessy,490625.8762,5455662.9383
Theft from Vehicle,2019,12,1,12,0,10XX NANTON AVE,Shaughnessy,490573.5367,5454844.9387
Theft from Vehicle,2003,8,1,18,0,10XX NANTON AVE,Shaughnessy,490624.5301,5454843.2133
Theft from Vehicle,2003,6,19,1,30,10XX NANTON AVE,Shaughnessy,490627.8643,5454852.2498
Theft from Vehicle,2015,11,6,2,0,10XX NANTON AVE,Shaughnessy,490627.8643,5454852.2498
Theft from Vehicle,2015,7,28,23,0,10XX NANTON AVE,Shaughnessy,490658.1144,5454851.2263
Theft from Vehicle,2006,1,11,16,0,10XX NANTON AVE,Shaughnessy,490679.2894,5454850.5099
Theft from Vehicle,2005,1,6,22,0,10XX NANTON AVE,Shaughnessy,490700.1552,5454840.6547
Theft from Vehicle,2014,10,18,0,1,10XX NANTON AVE,Shaughnessy,490700.1552,5454840.6547
Theft from Vehicle,2018,8,9,0,0,10XX NANTON AVE,Shaughnessy,490706.8409,5454840.4286
Theft from Vehicle,2019,10,3,12,30,10XX NANTON AVE,Shaughnessy,490706.8409,5454840.4286
Theft from Vehicle,2014,6,16,19,0,10XX RICHELIEU AVE,Shaughnessy,490622.3144,5455929.8558
Theft from Vehicle,2017,6,16,21,0,10XX RICHELIEU AVE,Shaughnessy,490623.1257,5455932.5168
Theft from Vehicle,2018,4,19,19,0,10XX RICHELIEU AVE,Shaughnessy,490623.1257,5455932.5168
Theft from Vehicle,2008,12,16,22,0,10XX RICHELIEU AVE,Shaughnessy,490657.4308,5455909.9311
Theft from Vehicle,2011,11,13,5,41,10XX RICHELIEU AVE,Shaughnessy,490657.4308,5455909.9311
Theft from Vehicle,2018,8,8,0,0,10XX RICHELIEU AVE,Shaughnessy,490664.2526,5455909.4281
Theft from Vehicle,2007,11,17,11,0,10XX RICHELIEU AVE,Shaughnessy,490670.8833,5455909.8595
Theft from Vehicle,2021,4,12,9,0,10XX RICHELIEU AVE,Shaughnessy,490677.9571,5455910.3144
Theft from Vehicle,2005,6,13,15,0,10XX RICHELIEU AVE,Shaughnessy,490697.4015,5455912.8184
Theft from Vehicle,2003,11,7,8,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2004,11,17,4,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2005,10,19,21,30,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2006,11,19,16,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2011,9,10,0,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2012,7,1,8,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2013,10,3,8,0,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2015,12,6,8,15,10XX RICHELIEU AVE,Shaughnessy,490713.7884,5455919.6185
Theft from Vehicle,2022,7,15,23,0,10XX RICHELIEU AVE,Shaughnessy,490724.1671,5455933.8253
Theft from Vehicle,2018,2,18,21,30,10XX RICHELIEU AVE,Shaughnessy,490725.2056,5455924.3562
Theft from Vehicle,2018,4,6,0,0,10XX RICHELIEU AVE,Shaughnessy,490725.2056,5455924.3562
Theft from Vehicle,2017,4,14,0,0,10XX RICHELIEU AVE,Shaughnessy,490725.2056,5455924.3562
Theft from Vehicle,2003,11,6,22,0,10XX RICHELIEU AVE,Shaughnessy,490727.8343,5455925.4472
Theft from Vehicle,2004,10,19,21,0,10XX RICHELIEU AVE,Shaughnessy,490727.8343,5455925.4472
Theft from Vehicle,2012,1,6,16,0,10XX RICHELIEU AVE,Shaughnessy,490727.8343,5455925.4472
Theft from Vehicle,2016,5,2,17,30,10XX RICHELIEU AVE,Shaughnessy,490727.8343,5455925.4472
Theft from Vehicle,2018,4,16,17,0,10XX RICHELIEU AVE,Shaughnessy,490739.4068,5455926.361
Theft from Vehicle,2023,1,11,23,0,10XX RICHELIEU AVE,Shaughnessy,490739.4068,5455926.361
Theft from Vehicle,2018,4,11,16,30,10XX W 16TH AVE,Shaughnessy,490650.3487,5456034.0119
Theft from Vehicle,2014,1,30,20,45,10XX W 16TH AVE,Shaughnessy,490678.2981,5456033.5621
Theft from Vehicle,2022,2,3,14,0,10XX W 16TH AVE,Shaughnessy,490679.139,5456033.5489
Theft from Vehicle,2008,3,23,6,1,10XX W 16TH AVE,Shaughnessy,490705.8398,5456033.1191
Theft from Vehicle,2015,11,22,22,0,10XX W 16TH AVE,Shaughnessy,490705.8398,5456033.1191
Theft from Vehicle,2004,1,31,19,15,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2004,3,31,23,0,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2005,1,21,10,0,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2006,10,19,19,0,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2007,8,24,21,48,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2010,8,29,3,0,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
Theft from Vehicle,2014,2,27,0,30,10XX W 16TH AVE,Shaughnessy,490733.8943,5456039.1134
